id,celltype_id,sample_id
36495,7,SAM000050514
36496,175,SAM000050528
36497,7,SAM000050513
36498,42,SAM000050511
36499,22,SAM000050510
36500,157,SAM000050509
36501,158,SAM000050508
36502,115,SAM000050507
36503,115,SAM000050506
36504,138,SAM000050505
36505,138,SAM000050504
36506,157,SAM000050503
36507,14,SAM000050586
36508,157,SAM000050664
36509,157,SAM000050663
36510,157,SAM000050662
36511,22,SAM000050661
36512,27,SAM000050659
36513,7,SAM000050657
36514,4,SAM000050656
36515,158,SAM000050655
36516,15,SAM000050654
36517,128,SAM000050653
36518,128,SAM000050652
36519,2,SAM000050651
36520,7,SAM000050650
36521,153,SAM000050649
36522,149,SAM000050648
36523,15,SAM000050647
36524,7,SAM000050646
36525,50,SAM000050645
36526,158,SAM000050644
36527,157,SAM000050665
36528,167,SAM000050667
36529,164,SAM000050690
36530,60,SAM000050689
36531,157,SAM000050687
36532,158,SAM000050686
36533,163,SAM000050685
36534,138,SAM000050684
36535,138,SAM000050683
36536,157,SAM000050682
36537,157,SAM000050681
36538,158,SAM000050643
36539,165,SAM000050680
36540,172,SAM000050678
36541,157,SAM000050675
36542,157,SAM000050674
36543,157,SAM000050673
36544,157,SAM000050672
36545,2,SAM000050671
36546,3,SAM000050670
36547,115,SAM000050669
36548,158,SAM000050679
36549,50,SAM000050587
36550,10,SAM000050642
36551,3,SAM000050640
36552,138,SAM000050612
36553,158,SAM000050610
36554,157,SAM000050609
36555,15,SAM000050606
36556,15,SAM000050605
36557,132,SAM000050604
36558,149,SAM000050603
36559,147,SAM000050602
36560,14,SAM000050600
36561,14,SAM000050599
36562,14,SAM000050598
36563,14,SAM000050597
36564,14,SAM000050596
36565,14,SAM000050595
36566,155,SAM000050590
36567,134,SAM000050589
36568,157,SAM000050613
36569,22,SAM000050614
36570,131,SAM000050615
36571,132,SAM000050616
36572,4,SAM000050638
36573,186,SAM000050637
36574,15,SAM000050633
36575,7,SAM000050632
36576,15,SAM000050631
36577,42,SAM000050630
36578,9,SAM000050629
36579,3,SAM000050641
36580,153,SAM000050628
36581,150,SAM000050626
36582,124,SAM000050625
36583,7,SAM000050624
36584,4,SAM000050623
36585,24,SAM000050622
36586,8,SAM000050621
36587,42,SAM000050620
36588,150,SAM000050619
36589,81,SAM000050618
36590,131,SAM000050617
36591,8,SAM000050627
36592,115,SAM000050913
36593,115,SAM000050914
36594,115,SAM000050915
36595,15,SAM000051208
36596,158,SAM000051206
36597,15,SAM000051204
36598,5,SAM000051203
36599,5,SAM000051202
36600,7,SAM000051200
36601,152,SAM000051199
36602,149,SAM000051198
36603,15,SAM000051197
36604,15,SAM000051195
36605,158,SAM000051194
36606,158,SAM000051193
36607,120,SAM000051192
36608,2,SAM000051191
36609,7,SAM000051186
36610,81,SAM000051184
36611,7,SAM000051209
36612,22,SAM000051210
36613,181,SAM000051211
36614,2,SAM000051212
36615,158,SAM000051234
36616,115,SAM000051233
36617,138,SAM000051232
36618,138,SAM000051231
36619,157,SAM000051230
36620,157,SAM000051229
36621,183,SAM000051228
36622,165,SAM000051226
36623,15,SAM000051183
36624,157,SAM000051224
36625,157,SAM000051222
36626,3,SAM000051221
36627,134,SAM000051220
36628,115,SAM000051219
36629,181,SAM000051218
36630,168,SAM000051217
36631,157,SAM000051216
36632,157,SAM000051215
36633,157,SAM000051214
36634,157,SAM000051213
36635,157,SAM000051223
36636,15,SAM000051182
36637,15,SAM000051180
36638,15,SAM000051152
36639,15,SAM000051151
36640,131,SAM000051150
36641,164,SAM000051149
36642,4,SAM000051147
36643,8,SAM000051144
36644,156,SAM000051142
36645,156,SAM000051141
36646,156,SAM000051140
36647,156,SAM000051139
36648,156,SAM000051138
36649,3,SAM000051136
36650,3,SAM000051135
36651,15,SAM000051133
36652,3,SAM000051132
36653,3,SAM000051131
36654,157,SAM000051156
36655,128,SAM000051179
36656,15,SAM000051178
36657,152,SAM000051177
36658,152,SAM000051176
36659,7,SAM000051175
36660,48,SAM000051174
36661,150,SAM000051173
36662,48,SAM000051172
36663,7,SAM000051171
36664,4,SAM000051170
36665,15,SAM000051181
36666,8,SAM000051169
36667,48,SAM000051167
36668,150,SAM000051166
36669,120,SAM000051165
36670,132,SAM000051164
36671,132,SAM000051163
36672,132,SAM000051162
36673,157,SAM000051160
36674,138,SAM000051159
36675,166,SAM000051158
36676,8,SAM000051168
36677,15,SAM000051130
36678,81,SAM000051236
36679,60,SAM000051238
36680,7,SAM000051314
36681,156,SAM000051313
36682,3,SAM000051312
36683,134,SAM000051311
36684,7,SAM000051310
36685,7,SAM000051309
36686,157,SAM000051308
36687,138,SAM000051306
36688,157,SAM000051304
36689,2,SAM000051303
36690,3,SAM000051302
36691,149,SAM000051300
36692,156,SAM000051297
36693,156,SAM000051296
36694,156,SAM000051295
36695,15,SAM000051294
36696,3,SAM000051316
36697,3,SAM000051317
36698,3,SAM000051318
36699,157,SAM000051344
36700,138,SAM000051343
36701,158,SAM000051340
36702,157,SAM000051339
36703,15,SAM000051335
36704,15,SAM000051334
36705,158,SAM000051293
36706,131,SAM000051333
36707,7,SAM000051329
36708,8,SAM000051328
36709,156,SAM000051324
36710,156,SAM000051323
36711,156,SAM000051322
36712,156,SAM000051321
36713,141,SAM000051331
36714,154,SAM000051261
36715,4,SAM000051259
36716,15,SAM000051258
36717,170,SAM000051257
36718,163,SAM000051256
36719,148,SAM000051254
36720,2,SAM000051252
36721,2,SAM000051250
36722,5,SAM000051249
36723,169,SAM000051248
36724,138,SAM000051247
36725,15,SAM000051246
36726,115,SAM000051244
36727,115,SAM000051243
36728,120,SAM000051242
36729,138,SAM000051241
36730,7,SAM000051240
36731,7,SAM000051239
36732,22,SAM000051262
36733,7,SAM000051265
36734,48,SAM000051289
36735,120,SAM000051288
36736,60,SAM000051287
36737,187,SAM000051286
36738,115,SAM000051285
36739,115,SAM000051284
36740,163,SAM000051283
36741,2,SAM000051281
36742,152,SAM000051280
36743,128,SAM000051291
36744,163,SAM000051274
36745,163,SAM000051273
36746,24,SAM000051272
36747,22,SAM000051271
36748,22,SAM000051269
36749,158,SAM000051268
36750,163,SAM000051267
36751,134,SAM000051266
36752,168,SAM000051278
36753,128,SAM000050473
36754,7,SAM000051129
36755,157,SAM000051127
36756,152,SAM000050989
36757,152,SAM000050988
36758,7,SAM000050987
36759,150,SAM000050986
36760,48,SAM000050985
36761,7,SAM000050984
36762,7,SAM000050983
36763,8,SAM000050982
36764,24,SAM000050981
36765,60,SAM000050980
36766,150,SAM000050979
36767,81,SAM000050978
36768,131,SAM000050977
36769,131,SAM000050976
36770,132,SAM000050975
36771,157,SAM000050973
36772,138,SAM000050972
36773,158,SAM000050970
36774,157,SAM000050969
36775,128,SAM000050991
36776,15,SAM000050992
36777,15,SAM000050993
36778,15,SAM000050994
36779,158,SAM000051017
36780,15,SAM000051016
36781,5,SAM000051015
36782,5,SAM000051014
36783,2,SAM000051013
36784,7,SAM000051012
36785,152,SAM000051011
36786,149,SAM000051010
36787,2,SAM000051009
36788,15,SAM000051008
36789,157,SAM000050968
36790,158,SAM000051005
36791,158,SAM000051004
36792,120,SAM000051003
36793,3,SAM000051002
36794,2,SAM000051001
36795,4,SAM000050998
36796,10,SAM000050997
36797,81,SAM000050996
36798,15,SAM000051006
36799,2,SAM000051018
36800,157,SAM000050967
36801,7,SAM000050964
36802,157,SAM000050937
36803,7,SAM000050936
36804,157,SAM000050934
36805,3,SAM000050932
36806,149,SAM000050931
36807,14,SAM000050930
36808,14,SAM000050929
36809,14,SAM000050928
36810,15,SAM000050927
36811,158,SAM000050926
36812,2,SAM000050924
36813,128,SAM000050923
36814,50,SAM000050922
36815,188,SAM000050921
36816,120,SAM000050920
36817,48,SAM000050919
36818,42,SAM000050918
36819,115,SAM000050917
36820,163,SAM000050916
36821,177,SAM000050938
36822,157,SAM000050939
36823,7,SAM000050941
36824,15,SAM000050963
36825,8,SAM000050961
36826,8,SAM000050960
36827,14,SAM000050958
36828,14,SAM000050957
36829,14,SAM000050956
36830,14,SAM000050955
36831,14,SAM000050954
36832,3,SAM000050950
36833,3,SAM000050949
36834,2,SAM000050948
36835,15,SAM000050946
36836,14,SAM000050945
36837,3,SAM000050944
36838,3,SAM000050943
36839,15,SAM000050942
36840,15,SAM000051019
36841,7,SAM000051021
36842,115,SAM000051099
36843,9,SAM000051097
36844,152,SAM000051096
36845,167,SAM000051094
36846,22,SAM000051093
36847,5,SAM000051092
36848,120,SAM000051091
36849,48,SAM000051090
36850,115,SAM000051089
36851,27,SAM000051085
36852,158,SAM000051084
36853,115,SAM000051083
36854,7,SAM000051082
36855,181,SAM000051081
36856,22,SAM000051080
36857,158,SAM000051078
36858,115,SAM000051100
36859,163,SAM000051101
36860,163,SAM000051102
36861,163,SAM000051103
36862,22,SAM000051126
36863,157,SAM000051125
36864,7,SAM000051124
36865,138,SAM000051123
36866,157,SAM000051121
36867,2,SAM000051119
36868,149,SAM000051117
36869,177,SAM000051077
36870,156,SAM000051115
36871,156,SAM000051113
36872,15,SAM000051112
36873,158,SAM000051111
36874,22,SAM000051110
36875,128,SAM000051109
36876,15,SAM000051108
36877,48,SAM000051107
36878,120,SAM000051106
36879,48,SAM000051105
36880,42,SAM000051104
36881,156,SAM000051114
36882,7,SAM000051020
36883,163,SAM000051045
36884,115,SAM000051044
36885,138,SAM000051042
36886,157,SAM000051040
36887,157,SAM000051039
36888,174,SAM000051038
36889,158,SAM000051037
36890,120,SAM000051036
36891,3,SAM000051035
36892,157,SAM000051033
36893,118,SAM000051031
36894,168,SAM000051028
36895,175,SAM000051027
36896,157,SAM000051025
36897,157,SAM000051024
36898,157,SAM000051023
36899,158,SAM000051046
36900,157,SAM000051047
36901,120,SAM000051048
36902,2,SAM000051073
36903,3,SAM000051072
36904,7,SAM000051071
36905,50,SAM000051070
36906,170,SAM000051069
36907,115,SAM000051068
36908,148,SAM000051066
36909,3,SAM000051065
36910,3,SAM000051064
36911,141,SAM000051075
36912,5,SAM000051063
36913,138,SAM000051061
36914,15,SAM000051060
36915,115,SAM000051058
36916,159,SAM000051057
36917,48,SAM000051056
36918,5,SAM000051055
36919,141,SAM000051054
36920,7,SAM000051053
36921,7,SAM000051052
36922,60,SAM000051050
36923,168,SAM000051062
36924,7,SAM000050472
36925,152,SAM000050471
36926,149,SAM000050470
36927,14,SAM000049908
36928,14,SAM000049907
36929,14,SAM000049906
36930,3,SAM000049901
36931,3,SAM000049900
36932,2,SAM000049898
36933,157,SAM000049896
36934,22,SAM000049895
36935,157,SAM000049893
36936,7,SAM000049892
36937,138,SAM000049891
36938,157,SAM000049889
36939,2,SAM000049888
36940,14,SAM000049909
36941,14,SAM000049910
36942,14,SAM000049911
36943,24,SAM000049912
36944,24,SAM000049935
36945,7,SAM000049934
36946,48,SAM000049933
36947,150,SAM000049932
36948,120,SAM000049931
36949,131,SAM000049930
36950,131,SAM000049929
36951,131,SAM000049928
36952,157,SAM000049926
36953,138,SAM000049925
36954,131,SAM000049923
36955,157,SAM000049922
36956,157,SAM000049921
36957,131,SAM000049917
36958,131,SAM000049916
36959,147,SAM000049914
36960,166,SAM000049924
36961,4,SAM000049937
36962,14,SAM000049886
36963,131,SAM000049884
36964,131,SAM000049855
36965,134,SAM000049854
36966,2,SAM000049852
36967,131,SAM000049851
36968,22,SAM000049850
36969,164,SAM000049848
36970,2,SAM000049847
36971,173,SAM000049845
36972,115,SAM000049842
36973,186,SAM000049840
36974,22,SAM000049856
36975,22,SAM000049883
36976,128,SAM000049882
36977,187,SAM000049881
36978,174,SAM000049880
36979,48,SAM000049879
36980,42,SAM000049878
36981,115,SAM000049877
36982,163,SAM000049876
36983,115,SAM000049875
36984,115,SAM000049874
36985,9,SAM000049871
36986,168,SAM000049870
36987,175,SAM000049869
36988,168,SAM000049868
36989,179,SAM000049865
36990,187,SAM000049863
36991,163,SAM000049862
36992,163,SAM000049861
36993,9,SAM000049872
36994,115,SAM000049833
36995,48,SAM000049938
36996,81,SAM000049940
36997,131,SAM000050016
36998,115,SAM000050015
36999,22,SAM000050013
37000,131,SAM000050012
37001,3,SAM000050010
37002,2,SAM000050009
37003,115,SAM000050006
37004,148,SAM000050004
37005,134,SAM000050003
37006,134,SAM000050001
37007,128,SAM000049999
37008,115,SAM000050020
37009,115,SAM000050021
37010,120,SAM000050022
37011,15,SAM000050023
37012,157,SAM000050046
37013,3,SAM000050044
37014,3,SAM000050043
37015,149,SAM000050042
37016,177,SAM000050041
37017,2,SAM000050040
37018,134,SAM000050039
37019,128,SAM000050038
37020,15,SAM000050037
37021,77,SAM000050036
37022,60,SAM000050034
37023,60,SAM000050033
37024,115,SAM000050032
37025,163,SAM000050031
37026,115,SAM000050030
37027,115,SAM000050029
37028,115,SAM000050028
37029,152,SAM000050026
37030,152,SAM000050025
37031,150,SAM000049939
37032,163,SAM000049994
37033,161,SAM000049964
37034,7,SAM000049963
37035,131,SAM000049961
37036,128,SAM000049958
37037,179,SAM000049957
37038,7,SAM000049956
37039,152,SAM000049955
37040,149,SAM000049954
37041,3,SAM000049953
37042,158,SAM000049952
37043,180,SAM000049951
37044,2,SAM000049950
37045,2,SAM000049949
37046,10,SAM000049947
37047,2,SAM000049945
37048,42,SAM000049944
37049,2,SAM000049942
37050,7,SAM000049941
37051,157,SAM000049966
37052,157,SAM000049967
37053,157,SAM000049968
37054,120,SAM000049993
37055,187,SAM000049992
37056,128,SAM000049991
37057,7,SAM000049990
37058,42,SAM000049988
37059,157,SAM000049987
37060,176,SAM000049986
37061,115,SAM000049985
37062,115,SAM000049984
37063,115,SAM000049995
37064,138,SAM000049983
37065,165,SAM000049980
37066,174,SAM000049979
37067,157,SAM000049977
37068,157,SAM000049975
37069,2,SAM000049974
37070,115,SAM000049972
37071,168,SAM000049970
37072,157,SAM000049982
37073,138,SAM000050048
37074,163,SAM000049832
37075,128,SAM000049830
37076,152,SAM000049693
37077,168,SAM000049690
37078,179,SAM000049687
37079,120,SAM000049686
37080,48,SAM000049685
37081,115,SAM000049684
37082,22,SAM000049682
37083,177,SAM000049680
37084,22,SAM000049679
37085,131,SAM000049677
37086,163,SAM000049676
37087,22,SAM000049675
37088,2,SAM000049673
37089,131,SAM000049672
37090,173,SAM000049668
37091,152,SAM000049694
37092,163,SAM000049696
37093,115,SAM000049697
37094,157,SAM000049720
37095,7,SAM000049719
37096,138,SAM000049718
37097,157,SAM000049716
37098,3,SAM000049714
37099,3,SAM000049713
37100,150,SAM000049712
37101,3,SAM000049711
37102,161,SAM000049710
37103,134,SAM000049667
37104,14,SAM000049709
37105,131,SAM000049706
37106,128,SAM000049704
37107,8,SAM000049703
37108,120,SAM000049702
37109,48,SAM000049701
37110,48,SAM000049700
37111,115,SAM000049699
37112,115,SAM000049698
37113,14,SAM000049708
37114,157,SAM000049721
37115,7,SAM000049666
37116,171,SAM000049664
37117,157,SAM000049634
37118,157,SAM000049633
37119,157,SAM000049632
37120,3,SAM000049631
37121,2,SAM000049630
37122,167,SAM000049627
37123,175,SAM000049626
37124,157,SAM000049625
37125,157,SAM000049624
37126,157,SAM000049623
37127,2,SAM000049622
37128,22,SAM000049621
37129,7,SAM000049620
37130,22,SAM000049617
37131,131,SAM000049616
37132,128,SAM000049613
37133,179,SAM000049612
37134,3,SAM000049635
37135,172,SAM000049636
37136,165,SAM000049638
37137,115,SAM000049663
37138,186,SAM000049661
37139,115,SAM000049655
37140,115,SAM000049654
37141,183,SAM000049653
37142,4,SAM000049650
37143,48,SAM000049648
37144,10,SAM000049646
37145,157,SAM000049645
37146,176,SAM000049644
37147,115,SAM000049643
37148,115,SAM000049642
37149,138,SAM000049641
37150,157,SAM000049640
37151,157,SAM000049639
37152,120,SAM000049831
37153,3,SAM000049724
37154,157,SAM000049802
37155,22,SAM000049801
37156,22,SAM000049800
37157,4,SAM000049799
37158,158,SAM000049796
37159,164,SAM000049795
37160,179,SAM000049792
37161,179,SAM000049791
37162,7,SAM000049790
37163,152,SAM000049789
37164,150,SAM000049788
37165,2,SAM000049787
37166,176,SAM000049785
37167,176,SAM000049784
37168,2,SAM000049781
37169,15,SAM000049779
37170,157,SAM000049803
37171,168,SAM000049805
37172,7,SAM000049828
37173,164,SAM000049827
37174,81,SAM000049824
37175,131,SAM000049822
37176,115,SAM000049821
37177,115,SAM000049820
37178,81,SAM000049777
37179,138,SAM000049819
37180,157,SAM000049817
37181,165,SAM000049816
37182,165,SAM000049814
37183,157,SAM000049812
37184,157,SAM000049811
37185,157,SAM000049809
37186,3,SAM000049808
37187,115,SAM000049807
37188,157,SAM000049818
37189,4,SAM000049723
37190,131,SAM000049746
37191,150,SAM000049744
37192,4,SAM000049743
37193,150,SAM000049742
37194,8,SAM000049741
37195,14,SAM000049739
37196,14,SAM000049738
37197,14,SAM000049737
37198,14,SAM000049736
37199,14,SAM000049735
37200,14,SAM000049734
37201,3,SAM000049730
37202,3,SAM000049729
37203,2,SAM000049728
37204,14,SAM000049726
37205,3,SAM000049725
37206,131,SAM000049747
37207,42,SAM000049772
37208,2,SAM000049771
37209,152,SAM000049770
37210,8,SAM000049769
37211,150,SAM000049768
37212,81,SAM000049767
37213,4,SAM000049766
37214,8,SAM000049764
37215,7,SAM000049763
37216,128,SAM000049774
37217,120,SAM000049760
37218,131,SAM000049759
37219,131,SAM000049758
37220,131,SAM000049757
37221,157,SAM000049755
37222,138,SAM000049754
37223,157,SAM000049753
37224,157,SAM000049751
37225,150,SAM000049761
37226,7,SAM000049610
37227,7,SAM000050049
37228,120,SAM000050335
37229,128,SAM000050334
37230,7,SAM000050333
37231,7,SAM000050332
37232,42,SAM000050330
37233,22,SAM000050329
37234,157,SAM000050328
37235,115,SAM000050326
37236,115,SAM000050325
37237,138,SAM000050324
37238,138,SAM000050323
37239,157,SAM000050322
37240,157,SAM000050321
37241,159,SAM000050320
37242,120,SAM000050318
37243,178,SAM000050316
37244,157,SAM000050315
37245,163,SAM000050336
37246,115,SAM000050337
37247,167,SAM000050339
37248,115,SAM000050362
37249,3,SAM000050361
37250,2,SAM000050358
37251,22,SAM000050354
37252,173,SAM000050353
37253,3,SAM000050352
37254,175,SAM000050348
37255,115,SAM000050347
37256,148,SAM000050345
37257,22,SAM000050344
37258,128,SAM000050340
37259,3,SAM000050351
37260,131,SAM000050363
37261,157,SAM000050313
37262,118,SAM000050310
37263,148,SAM000050280
37264,10,SAM000050279
37265,81,SAM000050278
37266,2,SAM000050274
37267,152,SAM000050273
37268,4,SAM000050272
37269,150,SAM000050271
37270,60,SAM000050270
37271,4,SAM000050269
37272,4,SAM000050268
37273,24,SAM000050267
37274,8,SAM000050266
37275,48,SAM000050265
37276,150,SAM000050264
37277,81,SAM000050263
37278,131,SAM000050262
37279,2,SAM000050284
37280,10,SAM000050285
37281,131,SAM000050286
37282,169,SAM000050308
37283,157,SAM000050306
37284,157,SAM000050305
37285,157,SAM000050304
37286,22,SAM000050302
37287,22,SAM000050301
37288,4,SAM000050300
37289,3,SAM000050311
37290,128,SAM000050294
37291,128,SAM000050293
37292,153,SAM000050292
37293,150,SAM000050291
37294,3,SAM000050290
37295,15,SAM000050289
37296,180,SAM000050287
37297,180,SAM000050297
37298,131,SAM000050261
37299,177,SAM000050364
37300,8,SAM000050366
37301,42,SAM000050442
37302,150,SAM000050441
37303,10,SAM000050440
37304,131,SAM000050439
37305,131,SAM000050438
37306,131,SAM000050437
37307,157,SAM000050435
37308,138,SAM000050434
37309,131,SAM000050432
37310,157,SAM000050431
37311,15,SAM000050426
37312,131,SAM000050425
37313,164,SAM000050424
37314,8,SAM000050423
37315,147,SAM000050422
37316,8,SAM000050443
37317,24,SAM000050444
37318,7,SAM000050445
37319,15,SAM000050469
37320,158,SAM000050467
37321,158,SAM000050466
37322,120,SAM000050465
37323,3,SAM000050464
37324,2,SAM000050463
37325,15,SAM000050460
37326,7,SAM000050454
37327,60,SAM000050451
37328,2,SAM000050450
37329,9,SAM000050449
37330,150,SAM000050448
37331,120,SAM000050447
37332,81,SAM000050457
37333,14,SAM000050419
37334,14,SAM000050417
37335,14,SAM000050388
37336,14,SAM000050387
37337,14,SAM000050386
37338,15,SAM000050385
37339,131,SAM000050384
37340,15,SAM000050383
37341,60,SAM000050382
37342,120,SAM000050381
37343,60,SAM000050380
37344,125,SAM000050379
37345,115,SAM000050378
37346,115,SAM000050377
37347,115,SAM000050376
37348,115,SAM000050375
37349,153,SAM000050374
37350,169,SAM000050373
37351,168,SAM000050372
37352,179,SAM000050370
37353,120,SAM000050369
37354,115,SAM000050368
37355,115,SAM000050367
37356,2,SAM000050390
37357,149,SAM000050391
37358,14,SAM000050416
37359,14,SAM000050415
37360,14,SAM000050414
37361,3,SAM000050411
37362,3,SAM000050410
37363,155,SAM000050409
37364,2,SAM000050408
37365,14,SAM000050418
37366,3,SAM000050406
37367,7,SAM000050403
37368,2,SAM000050402
37369,157,SAM000050401
37370,157,SAM000050399
37371,7,SAM000050398
37372,138,SAM000050397
37373,155,SAM000050394
37374,3,SAM000050393
37375,3,SAM000050405
37376,157,SAM000050050
37377,131,SAM000050260
37378,157,SAM000050258
37379,164,SAM000050125
37380,128,SAM000050122
37381,128,SAM000050121
37382,4,SAM000050120
37383,152,SAM000050119
37384,150,SAM000050118
37385,2,SAM000050117
37386,2,SAM000050116
37387,176,SAM000050114
37388,131,SAM000050113
37389,81,SAM000050112
37390,2,SAM000050111
37391,15,SAM000050109
37392,10,SAM000050108
37393,2,SAM000050104
37394,131,SAM000050126
37395,7,SAM000050129
37396,22,SAM000050130
37397,22,SAM000050153
37398,131,SAM000050152
37399,163,SAM000050151
37400,138,SAM000050149
37401,8,SAM000050148
37402,157,SAM000050147
37403,165,SAM000050146
37404,176,SAM000050145
37405,174,SAM000050144
37406,157,SAM000050141
37407,2,SAM000050139
37408,115,SAM000050138
37409,2,SAM000050137
37410,22,SAM000050136
37411,168,SAM000050135
37412,170,SAM000050134
37413,157,SAM000050133
37414,157,SAM000050132
37415,157,SAM000050131
37416,157,SAM000050142
37417,157,SAM000050154
37418,125,SAM000050102
37419,7,SAM000050100
37420,24,SAM000050073
37421,14,SAM000050072
37422,14,SAM000050071
37423,14,SAM000050070
37424,14,SAM000050069
37425,14,SAM000050068
37426,14,SAM000050067
37427,3,SAM000050063
37428,154,SAM000050062
37429,2,SAM000050061
37430,3,SAM000050060
37431,14,SAM000050058
37432,3,SAM000050057
37433,3,SAM000050056
37434,7,SAM000050054
37435,164,SAM000050053
37436,157,SAM000050052
37437,150,SAM000050074
37438,7,SAM000050075
37439,132,SAM000050077
37440,150,SAM000050099
37441,42,SAM000050098
37442,7,SAM000050097
37443,7,SAM000050096
37444,24,SAM000050094
37445,42,SAM000050093
37446,150,SAM000050092
37447,120,SAM000050091
37448,131,SAM000050090
37449,9,SAM000050101
37450,131,SAM000050089
37451,157,SAM000050086
37452,138,SAM000050085
37453,131,SAM000050084
37454,157,SAM000050083
37455,157,SAM000050082
37456,157,SAM000050081
37457,22,SAM000050080
37458,132,SAM000050088
37459,81,SAM000050155
37460,125,SAM000050157
37461,14,SAM000050231
37462,3,SAM000050230
37463,155,SAM000050229
37464,7,SAM000050227
37465,141,SAM000050226
37466,157,SAM000050225
37467,161,SAM000050224
37468,4,SAM000050223
37469,138,SAM000050222
37470,157,SAM000050221
37471,8,SAM000050220
37472,2,SAM000050218
37473,149,SAM000050217
37474,14,SAM000050216
37475,15,SAM000050215
37476,158,SAM000050214
37477,161,SAM000050213
37478,128,SAM000050212
37479,136,SAM000050211
37480,3,SAM000050234
37481,3,SAM000050235
37482,138,SAM000050257
37483,176,SAM000050255
37484,157,SAM000050254
37485,4,SAM000050250
37486,131,SAM000050249
37487,131,SAM000050248
37488,77,SAM000050210
37489,164,SAM000050247
37490,8,SAM000050245
37491,150,SAM000050244
37492,24,SAM000050243
37493,14,SAM000050241
37494,14,SAM000050240
37495,14,SAM000050239
37496,14,SAM000050238
37497,14,SAM000050237
37498,8,SAM000050246
37499,120,SAM000050209
37500,163,SAM000050207
37501,170,SAM000050176
37502,186,SAM000050174
37503,2,SAM000050172
37504,2,SAM000050170
37505,128,SAM000050168
37506,185,SAM000050167
37507,162,SAM000050164
37508,120,SAM000050163
37509,42,SAM000050162
37510,128,SAM000050161
37511,4,SAM000050160
37512,7,SAM000050159
37513,173,SAM000050179
37514,155,SAM000050180
37515,115,SAM000050206
37516,119,SAM000050205
37517,115,SAM000050204
37518,152,SAM000050203
37519,152,SAM000050202
37520,168,SAM000050201
37521,169,SAM000050200
37522,179,SAM000050199
37523,120,SAM000050198
37524,115,SAM000050196
37525,48,SAM000050208
37526,24,SAM000050194
37527,27,SAM000050191
37528,3,SAM000050189
37529,181,SAM000050187
37530,161,SAM000050186
37531,176,SAM000050184
37532,22,SAM000050183
37533,26,SAM000027580
37534,161,SAM000041080
37535,134,SAM000041078
37536,174,SAM000032070
37537,48,SAM000032069
37538,60,SAM000032068
37539,115,SAM000032067
37540,115,SAM000032066
37541,115,SAM000032065
37542,118,SAM000032064
37543,175,SAM000032063
37544,9,SAM000032062
37545,153,SAM000032061
37546,167,SAM000032060
37547,170,SAM000032059
37548,168,SAM000032058
37549,4,SAM000032057
37550,120,SAM000032056
37551,115,SAM000032055
37552,163,SAM000032054
37553,26,SAM000032053
37554,177,SAM000032052
37555,22,SAM000032051
37556,158,SAM000032050
37557,5,SAM000032071
37558,115,SAM000032049
37559,7,SAM000032072
37560,158,SAM000032074
37561,2,SAM000032095
37562,2,SAM000032092
37563,5,SAM000032091
37564,3,SAM000032090
37565,3,SAM000032089
37566,4,SAM000032087
37567,157,SAM000032085
37568,157,SAM000032083
37569,138,SAM000032082
37570,157,SAM000032081
37571,2,SAM000032079
37572,2,SAM000032078
37573,182,SAM000032076
37574,134,SAM000032048
37575,22,SAM000032047
37576,158,SAM000032046
37577,157,SAM000032017
37578,157,SAM000032016
37579,157,SAM000032015
37580,3,SAM000032014
37581,115,SAM000032013
37582,171,SAM000032012
37583,171,SAM000032011
37584,157,SAM000032010
37585,157,SAM000032009
37586,157,SAM000032008
37587,157,SAM000032007
37588,22,SAM000032006
37589,7,SAM000032005
37590,7,SAM000032003
37591,50,SAM000032002
37592,152,SAM000032000
37593,149,SAM000031999
37594,2,SAM000031997
37595,158,SAM000031995
37596,166,SAM000032018
37597,3,SAM000032019
37598,174,SAM000032020
37599,174,SAM000032021
37600,177,SAM000032045
37601,22,SAM000032044
37602,2,SAM000032041
37603,170,SAM000032040
37604,162,SAM000032039
37605,2,SAM000032038
37606,186,SAM000032037
37607,50,SAM000032036
37608,2,SAM000032096
37609,119,SAM000032035
37610,48,SAM000032033
37611,4,SAM000032032
37612,48,SAM000032031
37613,27,SAM000032030
37614,10,SAM000032029
37615,158,SAM000032027
37616,115,SAM000032026
37617,138,SAM000032025
37618,138,SAM000032024
37619,157,SAM000032022
37620,183,SAM000032034
37621,2,SAM000032097
37622,178,SAM000032099
37623,10,SAM000032176
37624,157,SAM000032174
37625,158,SAM000032173
37626,118,SAM000032172
37627,138,SAM000032171
37628,8,SAM000032170
37629,157,SAM000032169
37630,120,SAM000032168
37631,174,SAM000032167
37632,178,SAM000032166
37633,3,SAM000032165
37634,157,SAM000032164
37635,157,SAM000032163
37636,157,SAM000032162
37637,157,SAM000032161
37638,2,SAM000032160
37639,118,SAM000032158
37640,170,SAM000032156
37641,157,SAM000032155
37642,42,SAM000032177
37643,7,SAM000032178
37644,4,SAM000032179
37645,161,SAM000032202
37646,158,SAM000032201
37647,163,SAM000032200
37648,2,SAM000032199
37649,22,SAM000032198
37650,158,SAM000032197
37651,161,SAM000032196
37652,164,SAM000032195
37653,2,SAM000032194
37654,157,SAM000032154
37655,2,SAM000032192
37656,118,SAM000032190
37657,2,SAM000032189
37658,134,SAM000032188
37659,134,SAM000032187
