id,annotation_id,type,project_id,experiment_id,omics_id,sample_id,celltype_id,celltype_name,celltype_ontology,root_celltype_id,father_celltype_id,path,celltype_number
229884,ANO000000178,1,297,302,SCT000000274,SAM000182730,3608,dendritic cells and monocyte,,3608,,/3608,1
229885,ANO000000178,1,297,302,SCT000000274,SAM000182731,3608,dendritic cells and monocyte,,3608,,/3608,1
229886,ANO000000178,1,297,302,SCT000000274,SAM000182716,3608,dendritic cells and monocyte,,3608,,/3608,1
229887,ANO000000178,1,297,302,SCT000000274,SAM000183866,3608,dendritic cells and monocyte,,3608,,/3608,1
229888,ANO000000178,1,297,302,SCT000000274,SAM000182765,3608,dendritic cells and monocyte,,3608,,/3608,1
229889,ANO000000178,1,297,302,SCT000000274,SAM000182767,3608,dendritic cells and monocyte,,3608,,/3608,1
229890,ANO000000178,1,297,302,SCT000000274,SAM000182802,3608,dendritic cells and monocyte,,3608,,/3608,1
229891,ANO000000178,1,297,302,SCT000000274,SAM000182803,3608,dendritic cells and monocyte,,3608,,/3608,1
229892,ANO000000178,1,297,302,SCT000000274,SAM000182804,3608,dendritic cells and monocyte,,3608,,/3608,1
229893,ANO000000178,1,297,302,SCT000000274,SAM000182805,3608,dendritic cells and monocyte,,3608,,/3608,1
229894,ANO000000178,1,297,302,SCT000000274,SAM000182806,3608,dendritic cells and monocyte,,3608,,/3608,1
229895,ANO000000178,1,297,302,SCT000000274,SAM000182807,3608,dendritic cells and monocyte,,3608,,/3608,1
229896,ANO000000178,1,297,302,SCT000000274,SAM000182808,3608,dendritic cells and monocyte,,3608,,/3608,1
229897,ANO000000178,1,297,302,SCT000000274,SAM000182809,3608,dendritic cells and monocyte,,3608,,/3608,1
229898,ANO000000178,1,297,302,SCT000000274,SAM000182811,3608,dendritic cells and monocyte,,3608,,/3608,1
229899,ANO000000178,1,297,302,SCT000000274,SAM000182812,3608,dendritic cells and monocyte,,3608,,/3608,1
229900,ANO000000178,1,297,302,SCT000000274,SAM000182813,3608,dendritic cells and monocyte,,3608,,/3608,1
229901,ANO000000178,1,297,302,SCT000000274,SAM000182814,3608,dendritic cells and monocyte,,3608,,/3608,1
229902,ANO000000178,1,297,302,SCT000000274,SAM000182815,3608,dendritic cells and monocyte,,3608,,/3608,1
229903,ANO000000178,1,297,302,SCT000000274,SAM000182801,3608,dendritic cells and monocyte,,3608,,/3608,1
229904,ANO000000178,1,297,302,SCT000000274,SAM000182816,3608,dendritic cells and monocyte,,3608,,/3608,1
229905,ANO000000178,1,297,302,SCT000000274,SAM000182818,3608,dendritic cells and monocyte,,3608,,/3608,1
229906,ANO000000178,1,297,302,SCT000000274,SAM000182819,3608,dendritic cells and monocyte,,3608,,/3608,1
229907,ANO000000178,1,297,302,SCT000000274,SAM000182820,3608,dendritic cells and monocyte,,3608,,/3608,1
229908,ANO000000178,1,297,302,SCT000000274,SAM000182821,3608,dendritic cells and monocyte,,3608,,/3608,1
229909,ANO000000178,1,297,302,SCT000000274,SAM000182822,3608,dendritic cells and monocyte,,3608,,/3608,1
229910,ANO000000178,1,297,302,SCT000000274,SAM000182823,3608,dendritic cells and monocyte,,3608,,/3608,1
229911,ANO000000178,1,297,302,SCT000000274,SAM000182824,3608,dendritic cells and monocyte,,3608,,/3608,1
229912,ANO000000178,1,297,302,SCT000000274,SAM000182825,3608,dendritic cells and monocyte,,3608,,/3608,1
229913,ANO000000178,1,297,302,SCT000000274,SAM000182826,3608,dendritic cells and monocyte,,3608,,/3608,1
229914,ANO000000178,1,297,302,SCT000000274,SAM000182827,3608,dendritic cells and monocyte,,3608,,/3608,1
229915,ANO000000178,1,297,302,SCT000000274,SAM000182828,3608,dendritic cells and monocyte,,3608,,/3608,1
229916,ANO000000178,1,297,302,SCT000000274,SAM000182829,3608,dendritic cells and monocyte,,3608,,/3608,2
229917,ANO000000178,1,297,302,SCT000000274,SAM000182830,3608,dendritic cells and monocyte,,3608,,/3608,1
229918,ANO000000178,1,297,302,SCT000000274,SAM000182817,3608,dendritic cells and monocyte,,3608,,/3608,1
229919,ANO000000178,1,297,302,SCT000000274,SAM000182766,3608,dendritic cells and monocyte,,3608,,/3608,1
229920,ANO000000178,1,297,302,SCT000000274,SAM000182800,3608,dendritic cells and monocyte,,3608,,/3608,1
229921,ANO000000178,1,297,302,SCT000000274,SAM000182798,3608,dendritic cells and monocyte,,3608,,/3608,1
229922,ANO000000178,1,297,302,SCT000000274,SAM000182770,3608,dendritic cells and monocyte,,3608,,/3608,1
229923,ANO000000178,1,297,302,SCT000000274,SAM000182771,3608,dendritic cells and monocyte,,3608,,/3608,1
229924,ANO000000178,1,297,302,SCT000000274,SAM000182772,3608,dendritic cells and monocyte,,3608,,/3608,1
229925,ANO000000178,1,297,302,SCT000000274,SAM000182773,3608,dendritic cells and monocyte,,3608,,/3608,1
229926,ANO000000178,1,297,302,SCT000000274,SAM000182774,3608,dendritic cells and monocyte,,3608,,/3608,1
229927,ANO000000178,1,297,302,SCT000000274,SAM000182775,3608,dendritic cells and monocyte,,3608,,/3608,1
229928,ANO000000178,1,297,302,SCT000000274,SAM000182776,3608,dendritic cells and monocyte,,3608,,/3608,1
229929,ANO000000178,1,297,302,SCT000000274,SAM000182777,3608,dendritic cells and monocyte,,3608,,/3608,1
229930,ANO000000178,1,297,302,SCT000000274,SAM000182778,3608,dendritic cells and monocyte,,3608,,/3608,1
229931,ANO000000178,1,297,302,SCT000000274,SAM000182779,3608,dendritic cells and monocyte,,3608,,/3608,1
229932,ANO000000178,1,297,302,SCT000000274,SAM000182780,3608,dendritic cells and monocyte,,3608,,/3608,1
229933,ANO000000178,1,297,302,SCT000000274,SAM000182781,3608,dendritic cells and monocyte,,3608,,/3608,1
229934,ANO000000178,1,297,302,SCT000000274,SAM000182782,3608,dendritic cells and monocyte,,3608,,/3608,1
229935,ANO000000178,1,297,302,SCT000000274,SAM000182799,3608,dendritic cells and monocyte,,3608,,/3608,1
229936,ANO000000178,1,297,302,SCT000000274,SAM000182783,3608,dendritic cells and monocyte,,3608,,/3608,1
229937,ANO000000178,1,297,302,SCT000000274,SAM000182785,3608,dendritic cells and monocyte,,3608,,/3608,1
229938,ANO000000178,1,297,302,SCT000000274,SAM000182786,3608,dendritic cells and monocyte,,3608,,/3608,1
229939,ANO000000178,1,297,302,SCT000000274,SAM000182787,3608,dendritic cells and monocyte,,3608,,/3608,1
229940,ANO000000178,1,297,302,SCT000000274,SAM000182788,3608,dendritic cells and monocyte,,3608,,/3608,1
229941,ANO000000178,1,297,302,SCT000000274,SAM000182789,3608,dendritic cells and monocyte,,3608,,/3608,1
229942,ANO000000178,1,297,302,SCT000000274,SAM000182790,3608,dendritic cells and monocyte,,3608,,/3608,1
229943,ANO000000178,1,297,302,SCT000000274,SAM000182791,3608,dendritic cells and monocyte,,3608,,/3608,1
229944,ANO000000178,1,297,302,SCT000000274,SAM000182792,3608,dendritic cells and monocyte,,3608,,/3608,1
229945,ANO000000178,1,297,302,SCT000000274,SAM000182793,3608,dendritic cells and monocyte,,3608,,/3608,1
229946,ANO000000178,1,297,302,SCT000000274,SAM000182794,3608,dendritic cells and monocyte,,3608,,/3608,1
229947,ANO000000178,1,297,302,SCT000000274,SAM000182795,3608,dendritic cells and monocyte,,3608,,/3608,1
229948,ANO000000178,1,297,302,SCT000000274,SAM000182796,3608,dendritic cells and monocyte,,3608,,/3608,1
229949,ANO000000178,1,297,302,SCT000000274,SAM000182797,3608,dendritic cells and monocyte,,3608,,/3608,1
229950,ANO000000178,1,297,302,SCT000000274,SAM000182784,3608,dendritic cells and monocyte,,3608,,/3608,1
229951,ANO000000178,1,297,302,SCT000000274,SAM000182876,3608,dendritic cells and monocyte,,3608,,/3608,2
229952,ANO000000178,1,297,302,SCT000000274,SAM000183113,3608,dendritic cells and monocyte,,3608,,/3608,1
229953,ANO000000178,1,297,302,SCT000000274,SAM000183025,3608,dendritic cells and monocyte,,3608,,/3608,1
229954,ANO000000178,1,297,302,SCT000000274,SAM000183012,3608,dendritic cells and monocyte,,3608,,/3608,1
229955,ANO000000178,1,297,302,SCT000000274,SAM000182999,3608,dendritic cells and monocyte,,3608,,/3608,1
229956,ANO000000178,1,297,302,SCT000000274,SAM000183046,3608,dendritic cells and monocyte,,3608,,/3608,1
229957,ANO000000178,1,297,302,SCT000000274,SAM000183032,3608,dendritic cells and monocyte,,3608,,/3608,1
229958,ANO000000178,1,297,302,SCT000000274,SAM000183217,3608,dendritic cells and monocyte,,3608,,/3608,1
229959,ANO000000178,1,297,302,SCT000000274,SAM000183208,3608,dendritic cells and monocyte,,3608,,/3608,1
229960,ANO000000178,1,297,302,SCT000000274,SAM000183250,3608,dendritic cells and monocyte,,3608,,/3608,1
229961,ANO000000178,1,297,302,SCT000000274,SAM000183247,3608,dendritic cells and monocyte,,3608,,/3608,1
229962,ANO000000178,1,297,302,SCT000000274,SAM000183246,3608,dendritic cells and monocyte,,3608,,/3608,1
229963,ANO000000178,1,297,302,SCT000000274,SAM000183152,3608,dendritic cells and monocyte,,3608,,/3608,1
229964,ANO000000178,1,297,302,SCT000000274,SAM000183142,3608,dendritic cells and monocyte,,3608,,/3608,1
229965,ANO000000178,1,297,302,SCT000000274,SAM000183126,3608,dendritic cells and monocyte,,3608,,/3608,1
229966,ANO000000178,1,297,302,SCT000000274,SAM000183178,3608,dendritic cells and monocyte,,3608,,/3608,1
229967,ANO000000178,1,297,302,SCT000000274,SAM000181899,3608,dendritic cells and monocyte,,3608,,/3608,1
229968,ANO000000178,1,297,302,SCT000000274,SAM000181898,3608,dendritic cells and monocyte,,3608,,/3608,1
229969,ANO000000178,1,297,302,SCT000000274,SAM000181897,3608,dendritic cells and monocyte,,3608,,/3608,1
229970,ANO000000178,1,297,302,SCT000000274,SAM000181896,3608,dendritic cells and monocyte,,3608,,/3608,1
229971,ANO000000178,1,297,302,SCT000000274,SAM000181895,3608,dendritic cells and monocyte,,3608,,/3608,1
229972,ANO000000178,1,297,302,SCT000000274,SAM000181894,3608,dendritic cells and monocyte,,3608,,/3608,1
229973,ANO000000178,1,297,302,SCT000000274,SAM000181893,3608,dendritic cells and monocyte,,3608,,/3608,1
229974,ANO000000178,1,297,302,SCT000000274,SAM000181892,3608,dendritic cells and monocyte,,3608,,/3608,1
229975,ANO000000178,1,297,302,SCT000000274,SAM000181891,3608,dendritic cells and monocyte,,3608,,/3608,1
229976,ANO000000178,1,297,302,SCT000000274,SAM000181890,3608,dendritic cells and monocyte,,3608,,/3608,1
229977,ANO000000178,1,297,302,SCT000000274,SAM000181889,3608,dendritic cells and monocyte,,3608,,/3608,1
229978,ANO000000178,1,297,302,SCT000000274,SAM000181888,3608,dendritic cells and monocyte,,3608,,/3608,1
229979,ANO000000178,1,297,302,SCT000000274,SAM000181887,3608,dendritic cells and monocyte,,3608,,/3608,1
229980,ANO000000178,1,297,302,SCT000000274,SAM000181885,3608,dendritic cells and monocyte,,3608,,/3608,1
229981,ANO000000178,1,297,302,SCT000000274,SAM000181884,3608,dendritic cells and monocyte,,3608,,/3608,1
229982,ANO000000178,1,297,302,SCT000000274,SAM000181883,3608,dendritic cells and monocyte,,3608,,/3608,1
229983,ANO000000178,1,297,302,SCT000000274,SAM000181882,3608,dendritic cells and monocyte,,3608,,/3608,1
229984,ANO000000178,1,297,302,SCT000000274,SAM000181881,3608,dendritic cells and monocyte,,3608,,/3608,1
229985,ANO000000178,1,297,302,SCT000000274,SAM000181880,3608,dendritic cells and monocyte,,3608,,/3608,1
229986,ANO000000178,1,297,302,SCT000000274,SAM000181879,3608,dendritic cells and monocyte,,3608,,/3608,1
229987,ANO000000178,1,297,302,SCT000000274,SAM000181878,3608,dendritic cells and monocyte,,3608,,/3608,1
229988,ANO000000178,1,297,302,SCT000000274,SAM000181877,3608,dendritic cells and monocyte,,3608,,/3608,1
229989,ANO000000178,1,297,302,SCT000000274,SAM000181876,3608,dendritic cells and monocyte,,3608,,/3608,1
229990,ANO000000178,1,297,302,SCT000000274,SAM000181875,3608,dendritic cells and monocyte,,3608,,/3608,1
229991,ANO000000178,1,297,302,SCT000000274,SAM000181874,3608,dendritic cells and monocyte,,3608,,/3608,1
229992,ANO000000178,1,297,302,SCT000000274,SAM000181873,3608,dendritic cells and monocyte,,3608,,/3608,1
229993,ANO000000178,1,297,302,SCT000000274,SAM000181872,3608,dendritic cells and monocyte,,3608,,/3608,1
229994,ANO000000178,1,297,302,SCT000000274,SAM000181900,3608,dendritic cells and monocyte,,3608,,/3608,1
229995,ANO000000178,1,297,302,SCT000000274,SAM000181901,3608,dendritic cells and monocyte,,3608,,/3608,1
229996,ANO000000178,1,297,302,SCT000000274,SAM000181871,3608,dendritic cells and monocyte,,3608,,/3608,1
229997,ANO000000178,1,297,302,SCT000000274,SAM000181870,3608,dendritic cells and monocyte,,3608,,/3608,1
229998,ANO000000178,1,297,302,SCT000000274,SAM000181869,3608,dendritic cells and monocyte,,3608,,/3608,1
229999,ANO000000178,1,297,302,SCT000000274,SAM000181868,3608,dendritic cells and monocyte,,3608,,/3608,1
230000,ANO000000178,1,297,302,SCT000000274,SAM000183842,3608,dendritic cells and monocyte,,3608,,/3608,1
230001,ANO000000178,1,297,302,SCT000000274,SAM000183841,3608,dendritic cells and monocyte,,3608,,/3608,1
230002,ANO000000178,1,297,302,SCT000000274,SAM000183840,3608,dendritic cells and monocyte,,3608,,/3608,1
230003,ANO000000178,1,297,302,SCT000000274,SAM000183839,3608,dendritic cells and monocyte,,3608,,/3608,1
230004,ANO000000178,1,297,302,SCT000000274,SAM000183836,3608,dendritic cells and monocyte,,3608,,/3608,1
230005,ANO000000178,1,297,302,SCT000000274,SAM000183834,3608,dendritic cells and monocyte,,3608,,/3608,1
230006,ANO000000178,1,297,302,SCT000000274,SAM000183832,3608,dendritic cells and monocyte,,3608,,/3608,1
230007,ANO000000178,1,297,302,SCT000000274,SAM000183831,3608,dendritic cells and monocyte,,3608,,/3608,1
230008,ANO000000178,1,297,302,SCT000000274,SAM000183830,3608,dendritic cells and monocyte,,3608,,/3608,1
230009,ANO000000178,1,297,302,SCT000000274,SAM000183829,3608,dendritic cells and monocyte,,3608,,/3608,1
230010,ANO000000178,1,297,302,SCT000000274,SAM000183828,3608,dendritic cells and monocyte,,3608,,/3608,1
230011,ANO000000178,1,297,302,SCT000000274,SAM000183823,3608,dendritic cells and monocyte,,3608,,/3608,1
230012,ANO000000178,1,297,302,SCT000000274,SAM000183822,3608,dendritic cells and monocyte,,3608,,/3608,1
230013,ANO000000178,1,297,302,SCT000000274,SAM000183843,3608,dendritic cells and monocyte,,3608,,/3608,1
230014,ANO000000178,1,297,302,SCT000000274,SAM000183821,3608,dendritic cells and monocyte,,3608,,/3608,1
230015,ANO000000178,1,297,302,SCT000000274,SAM000183817,3608,dendritic cells and monocyte,,3608,,/3608,1
230016,ANO000000178,1,297,302,SCT000000274,SAM000183816,3608,dendritic cells and monocyte,,3608,,/3608,1
230017,ANO000000178,1,297,302,SCT000000274,SAM000183815,3608,dendritic cells and monocyte,,3608,,/3608,1
230018,ANO000000178,1,297,302,SCT000000274,SAM000183814,3608,dendritic cells and monocyte,,3608,,/3608,1
230019,ANO000000178,1,297,302,SCT000000274,SAM000183813,3608,dendritic cells and monocyte,,3608,,/3608,1
230020,ANO000000178,1,297,302,SCT000000274,SAM000183810,3608,dendritic cells and monocyte,,3608,,/3608,1
230021,ANO000000178,1,297,302,SCT000000274,SAM000183808,3608,dendritic cells and monocyte,,3608,,/3608,1
230022,ANO000000178,1,297,302,SCT000000274,SAM000183807,3608,dendritic cells and monocyte,,3608,,/3608,1
230023,ANO000000178,1,297,302,SCT000000274,SAM000183806,3608,dendritic cells and monocyte,,3608,,/3608,1
230024,ANO000000178,1,297,302,SCT000000274,SAM000183805,3608,dendritic cells and monocyte,,3608,,/3608,1
230025,ANO000000178,1,297,302,SCT000000274,SAM000183804,3608,dendritic cells and monocyte,,3608,,/3608,1
230026,ANO000000178,1,297,302,SCT000000274,SAM000183802,3608,dendritic cells and monocyte,,3608,,/3608,1
230027,ANO000000178,1,297,302,SCT000000274,SAM000183818,3608,dendritic cells and monocyte,,3608,,/3608,1
230028,ANO000000178,1,297,302,SCT000000274,SAM000183845,3608,dendritic cells and monocyte,,3608,,/3608,1
230029,ANO000000178,1,297,302,SCT000000274,SAM000183848,3608,dendritic cells and monocyte,,3608,,/3608,1
230030,ANO000000178,1,297,302,SCT000000274,SAM000181867,3608,dendritic cells and monocyte,,3608,,/3608,1
230031,ANO000000178,1,297,302,SCT000000274,SAM000181866,3608,dendritic cells and monocyte,,3608,,/3608,1
230032,ANO000000178,1,297,302,SCT000000274,SAM000181865,3608,dendritic cells and monocyte,,3608,,/3608,1
230033,ANO000000178,1,297,302,SCT000000274,SAM000181864,3608,dendritic cells and monocyte,,3608,,/3608,1
230034,ANO000000178,1,297,302,SCT000000274,SAM000181863,3608,dendritic cells and monocyte,,3608,,/3608,1
230035,ANO000000178,1,297,302,SCT000000274,SAM000181862,3608,dendritic cells and monocyte,,3608,,/3608,1
230036,ANO000000178,1,297,302,SCT000000274,SAM000181861,3608,dendritic cells and monocyte,,3608,,/3608,1
230037,ANO000000178,1,297,302,SCT000000274,SAM000181860,3608,dendritic cells and monocyte,,3608,,/3608,1
230038,ANO000000178,1,297,302,SCT000000274,SAM000181859,3608,dendritic cells and monocyte,,3608,,/3608,1
230039,ANO000000178,1,297,302,SCT000000274,SAM000181858,3608,dendritic cells and monocyte,,3608,,/3608,1
230040,ANO000000178,1,297,302,SCT000000274,SAM000181857,3608,dendritic cells and monocyte,,3608,,/3608,1
230041,ANO000000178,1,297,302,SCT000000274,SAM000181856,3608,dendritic cells and monocyte,,3608,,/3608,1
230042,ANO000000178,1,297,302,SCT000000274,SAM000181855,3608,dendritic cells and monocyte,,3608,,/3608,1
230043,ANO000000178,1,297,302,SCT000000274,SAM000183847,3608,dendritic cells and monocyte,,3608,,/3608,1
230044,ANO000000178,1,297,302,SCT000000274,SAM000181854,3608,dendritic cells and monocyte,,3608,,/3608,1
230045,ANO000000178,1,297,302,SCT000000274,SAM000181852,3608,dendritic cells and monocyte,,3608,,/3608,1
230046,ANO000000178,1,297,302,SCT000000274,SAM000181851,3608,dendritic cells and monocyte,,3608,,/3608,1
230047,ANO000000178,1,297,302,SCT000000274,SAM000181850,3608,dendritic cells and monocyte,,3608,,/3608,1
230048,ANO000000178,1,297,302,SCT000000274,SAM000181849,3608,dendritic cells and monocyte,,3608,,/3608,1
230049,ANO000000178,1,297,302,SCT000000274,SAM000181848,3608,dendritic cells and monocyte,,3608,,/3608,1
230050,ANO000000178,1,297,302,SCT000000274,SAM000181847,3608,dendritic cells and monocyte,,3608,,/3608,1
230051,ANO000000178,1,297,302,SCT000000274,SAM000181846,3608,dendritic cells and monocyte,,3608,,/3608,1
230052,ANO000000178,1,297,302,SCT000000274,SAM000181845,3608,dendritic cells and monocyte,,3608,,/3608,1
230053,ANO000000178,1,297,302,SCT000000274,SAM000183853,3608,dendritic cells and monocyte,,3608,,/3608,1
230054,ANO000000178,1,297,302,SCT000000274,SAM000183852,3608,dendritic cells and monocyte,,3608,,/3608,1
230055,ANO000000178,1,297,302,SCT000000274,SAM000183851,3608,dendritic cells and monocyte,,3608,,/3608,1
230056,ANO000000178,1,297,302,SCT000000274,SAM000183850,3608,dendritic cells and monocyte,,3608,,/3608,1
230057,ANO000000178,1,297,302,SCT000000274,SAM000183849,3608,dendritic cells and monocyte,,3608,,/3608,1
230058,ANO000000178,1,297,302,SCT000000274,SAM000181853,3608,dendritic cells and monocyte,,3608,,/3608,1
230059,ANO000000178,1,297,302,SCT000000274,SAM000182951,3608,dendritic cells and monocyte,,3608,,/3608,1
230060,ANO000000178,1,297,302,SCT000000274,SAM000182988,3608,dendritic cells and monocyte,,3608,,/3608,1
230061,ANO000000178,1,297,302,SCT000000274,SAM000182984,3608,dendritic cells and monocyte,,3608,,/3608,1
230062,ANO000000178,1,297,302,SCT000000274,SAM000182980,3608,dendritic cells and monocyte,,3608,,/3608,1
230063,ANO000000178,1,297,302,SCT000000274,SAM000182979,3608,dendritic cells and monocyte,,3608,,/3608,1
230064,ANO000000178,1,297,302,SCT000000274,SAM000182974,3608,dendritic cells and monocyte,,3608,,/3608,1
230065,ANO000000178,1,297,302,SCT000000274,SAM000182966,3608,dendritic cells and monocyte,,3608,,/3608,1
230066,ANO000000178,1,297,302,SCT000000274,SAM000182965,3608,dendritic cells and monocyte,,3608,,/3608,1
230067,ANO000000178,1,297,302,SCT000000274,SAM000182886,3608,dendritic cells and monocyte,,3608,,/3608,1
230068,ANO000000178,1,297,302,SCT000000274,SAM000182884,3608,dendritic cells and monocyte,,3608,,/3608,1
230069,ANO000000178,1,297,302,SCT000000274,SAM000182877,3608,dendritic cells and monocyte,,3608,,/3608,1
230070,ANO000000178,1,297,302,SCT000000274,SAM000182875,3608,dendritic cells and monocyte,,3608,,/3608,1
230071,ANO000000178,1,297,302,SCT000000274,SAM000182871,3608,dendritic cells and monocyte,,3608,,/3608,1
230072,ANO000000178,1,297,302,SCT000000274,SAM000182929,3608,dendritic cells and monocyte,,3608,,/3608,1
230073,ANO000000178,1,297,302,SCT000000274,SAM000182926,3608,dendritic cells and monocyte,,3608,,/3608,1
230074,ANO000000178,1,297,302,SCT000000274,SAM000182911,3608,dendritic cells and monocyte,,3608,,/3608,1
230075,ANO000000178,1,297,302,SCT000000274,SAM000182910,3608,dendritic cells and monocyte,,3608,,/3608,1
230076,ANO000000178,1,297,302,SCT000000274,SAM000183707,3608,dendritic cells and monocyte,,3608,,/3608,1
230077,ANO000000178,1,297,302,SCT000000274,SAM000183708,3608,dendritic cells and monocyte,,3608,,/3608,1
230078,ANO000000178,1,297,302,SCT000000274,SAM000183709,3608,dendritic cells and monocyte,,3608,,/3608,1
230079,ANO000000178,1,297,302,SCT000000274,SAM000183710,3608,dendritic cells and monocyte,,3608,,/3608,1
230080,ANO000000178,1,297,302,SCT000000274,SAM000183711,3608,dendritic cells and monocyte,,3608,,/3608,1
230081,ANO000000178,1,297,302,SCT000000274,SAM000183712,3608,dendritic cells and monocyte,,3608,,/3608,1
230082,ANO000000178,1,297,302,SCT000000274,SAM000183713,3608,dendritic cells and monocyte,,3608,,/3608,1
230083,ANO000000178,1,297,302,SCT000000274,SAM000183714,3608,dendritic cells and monocyte,,3608,,/3608,1
230084,ANO000000178,1,297,302,SCT000000274,SAM000183715,3608,dendritic cells and monocyte,,3608,,/3608,1
230085,ANO000000178,1,297,302,SCT000000274,SAM000183716,3608,dendritic cells and monocyte,,3608,,/3608,1
230086,ANO000000178,1,297,302,SCT000000274,SAM000183717,3608,dendritic cells and monocyte,,3608,,/3608,1
230087,ANO000000178,1,297,302,SCT000000274,SAM000183718,3608,dendritic cells and monocyte,,3608,,/3608,1
230088,ANO000000178,1,297,302,SCT000000274,SAM000183719,3608,dendritic cells and monocyte,,3608,,/3608,1
230089,ANO000000178,1,297,302,SCT000000274,SAM000183720,3608,dendritic cells and monocyte,,3608,,/3608,1
230090,ANO000000178,1,297,302,SCT000000274,SAM000183721,3608,dendritic cells and monocyte,,3608,,/3608,1
230091,ANO000000178,1,297,302,SCT000000274,SAM000183722,3608,dendritic cells and monocyte,,3608,,/3608,1
230092,ANO000000178,1,297,302,SCT000000274,SAM000183723,3608,dendritic cells and monocyte,,3608,,/3608,1
230093,ANO000000178,1,297,302,SCT000000274,SAM000183724,3608,dendritic cells and monocyte,,3608,,/3608,1
230094,ANO000000178,1,297,302,SCT000000274,SAM000183725,3608,dendritic cells and monocyte,,3608,,/3608,1
230095,ANO000000178,1,297,302,SCT000000274,SAM000183726,3608,dendritic cells and monocyte,,3608,,/3608,1
230096,ANO000000178,1,297,302,SCT000000274,SAM000183727,3608,dendritic cells and monocyte,,3608,,/3608,1
230097,ANO000000178,1,297,302,SCT000000274,SAM000183728,3608,dendritic cells and monocyte,,3608,,/3608,1
230098,ANO000000178,1,297,302,SCT000000274,SAM000183729,3608,dendritic cells and monocyte,,3608,,/3608,1
230099,ANO000000178,1,297,302,SCT000000274,SAM000183730,3608,dendritic cells and monocyte,,3608,,/3608,1
230100,ANO000000178,1,297,302,SCT000000274,SAM000183731,3608,dendritic cells and monocyte,,3608,,/3608,1
230101,ANO000000178,1,297,302,SCT000000274,SAM000183732,3608,dendritic cells and monocyte,,3608,,/3608,1
230102,ANO000000178,1,297,302,SCT000000274,SAM000183733,3608,dendritic cells and monocyte,,3608,,/3608,1
230103,ANO000000178,1,297,302,SCT000000274,SAM000183706,3608,dendritic cells and monocyte,,3608,,/3608,1
230104,ANO000000178,1,297,302,SCT000000274,SAM000183705,3608,dendritic cells and monocyte,,3608,,/3608,1
230105,ANO000000178,1,297,302,SCT000000274,SAM000183704,3608,dendritic cells and monocyte,,3608,,/3608,1
230106,ANO000000178,1,297,302,SCT000000274,SAM000183703,3608,dendritic cells and monocyte,,3608,,/3608,1
230107,ANO000000178,1,297,302,SCT000000274,SAM000183675,3608,dendritic cells and monocyte,,3608,,/3608,1
230108,ANO000000178,1,297,302,SCT000000274,SAM000183676,3608,dendritic cells and monocyte,,3608,,/3608,1
230109,ANO000000178,1,297,302,SCT000000274,SAM000183677,3608,dendritic cells and monocyte,,3608,,/3608,1
230110,ANO000000178,1,297,302,SCT000000274,SAM000183678,3608,dendritic cells and monocyte,,3608,,/3608,1
230111,ANO000000178,1,297,302,SCT000000274,SAM000183679,3608,dendritic cells and monocyte,,3608,,/3608,1
230112,ANO000000178,1,297,302,SCT000000274,SAM000183680,3608,dendritic cells and monocyte,,3608,,/3608,1
230113,ANO000000178,1,297,302,SCT000000274,SAM000183681,3608,dendritic cells and monocyte,,3608,,/3608,1
230114,ANO000000178,1,297,302,SCT000000274,SAM000183682,3608,dendritic cells and monocyte,,3608,,/3608,1
230115,ANO000000178,1,297,302,SCT000000274,SAM000183683,3608,dendritic cells and monocyte,,3608,,/3608,1
230116,ANO000000178,1,297,302,SCT000000274,SAM000183684,3608,dendritic cells and monocyte,,3608,,/3608,1
230117,ANO000000178,1,297,302,SCT000000274,SAM000183685,3608,dendritic cells and monocyte,,3608,,/3608,1
230118,ANO000000178,1,297,302,SCT000000274,SAM000183686,3608,dendritic cells and monocyte,,3608,,/3608,1
230119,ANO000000178,1,297,302,SCT000000274,SAM000183687,3608,dendritic cells and monocyte,,3608,,/3608,1
230120,ANO000000178,1,297,302,SCT000000274,SAM000183734,3608,dendritic cells and monocyte,,3608,,/3608,1
230121,ANO000000178,1,297,302,SCT000000274,SAM000183688,3608,dendritic cells and monocyte,,3608,,/3608,1
230122,ANO000000178,1,297,302,SCT000000274,SAM000183690,3608,dendritic cells and monocyte,,3608,,/3608,1
230123,ANO000000178,1,297,302,SCT000000274,SAM000183691,3608,dendritic cells and monocyte,,3608,,/3608,1
230124,ANO000000178,1,297,302,SCT000000274,SAM000183692,3608,dendritic cells and monocyte,,3608,,/3608,1
230125,ANO000000178,1,297,302,SCT000000274,SAM000183693,3608,dendritic cells and monocyte,,3608,,/3608,1
230126,ANO000000178,1,297,302,SCT000000274,SAM000183694,3608,dendritic cells and monocyte,,3608,,/3608,1
230127,ANO000000178,1,297,302,SCT000000274,SAM000183695,3608,dendritic cells and monocyte,,3608,,/3608,1
230128,ANO000000178,1,297,302,SCT000000274,SAM000183696,3608,dendritic cells and monocyte,,3608,,/3608,1
230129,ANO000000178,1,297,302,SCT000000274,SAM000183697,3608,dendritic cells and monocyte,,3608,,/3608,1
230130,ANO000000178,1,297,302,SCT000000274,SAM000183698,3608,dendritic cells and monocyte,,3608,,/3608,1
230131,ANO000000178,1,297,302,SCT000000274,SAM000183699,3608,dendritic cells and monocyte,,3608,,/3608,1
