id,omics_id,sample_id
156918,SCT000000274,SAM000183974
156919,SCT000000274,SAM000183975
156920,SCT000000274,SAM000183976
156921,SCT000000274,SAM000183978
156922,SCT000000274,SAM000183980
156923,SCT000000274,SAM000183983
156924,SCT000000274,SAM000184007
156925,SCT000000274,SAM000183988
156926,SCT000000274,SAM000183989
156927,SCT000000274,SAM000183990
156928,SCT000000274,SAM000183991
156929,SCT000000274,SAM000183984
156930,SCT000000274,SAM000183994
156931,SCT000000274,SAM000183995
156932,SCT000000274,SAM000183996
156933,SCT000000274,SAM000183997
156934,SCT000000274,SAM000183998
156935,SCT000000274,SAM000183999
156936,SCT000000274,SAM000184003
156937,SCT000000274,SAM000184000
156938,SCT000000274,SAM000183992
156939,SCT000000274,SAM000184001
156940,SCT000000274,SAM000184002
156941,SCT000000275,SAM000184106
156942,SCT000000278,SAM000184139
156943,SCT000000278,SAM000184135
156944,SCT000000278,SAM000184132
156945,SCT000000278,SAM000184138
156946,SCT000000278,SAM000184136
156947,SCT000000278,SAM000184137
156948,SCT000000278,SAM000184140
156949,SCT000000276,SAM000184107
156950,SCT000000276,SAM000184108
156951,SCT000000277,SAM000184117
156952,SCT000000277,SAM000184116
156953,SCT000000277,SAM000184115
156954,SCT000000277,SAM000184114
156955,SCT000000277,SAM000184113
156956,SCT000000277,SAM000184112
156957,SCT000000277,SAM000184120
156958,SCT000000277,SAM000184119
156959,SCT000000277,SAM000184118
156960,SCT000000277,SAM000184111
156961,SCT000000277,SAM000184110
156962,SCT000000277,SAM000184109
156963,SCT000000279,SAM000184152
156964,SCT000000279,SAM000184155
156965,SCT000000279,SAM000184149
156966,SCT000000280,SAM000184167
156967,SCT000000280,SAM000184166
156968,SCT000000280,SAM000184165
156969,SCT000000280,SAM000184163
156970,SCT000000280,SAM000184164
156971,SCT000000280,SAM000184162
156972,SCT000000282,SAM000184178
156973,SCT000000282,SAM000184177
156974,SCT000000281,SAM000184175
156975,SCT000000281,SAM000184174
156976,SCT000000281,SAM000184171
156977,SCT000000281,SAM000184170
156978,SCT000000281,SAM000184169
156979,SCT000000281,SAM000184172
156980,SCT000000281,SAM000184173
156981,SCT000000283,SAM000184189
156982,SCT000000284,SAM000184198
156983,SCT000000284,SAM000184200
156984,SCT000000284,SAM000184190
156985,SCT000000284,SAM000184201
156986,SCT000000284,SAM000184192
156987,SCT000000284,SAM000184193
156988,SCT000000284,SAM000184194
156989,SCT000000284,SAM000184191
156990,SCT000000284,SAM000184196
156991,SCT000000284,SAM000184197
156992,SCT000000284,SAM000184199
156993,SCT000000284,SAM000184195
156994,SCT000000285,SAM000184203
