sample_id,omics_id,sample_name,organ,species,sample_number,cell_number
SAM000183268,SCT000000274,RHP4872 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183269,SCT000000274,RHP4873 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183270,SCT000000274,RHP4874 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183271,SCT000000274,RHP4875 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183272,SCT000000274,RHP4876 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183273,SCT000000274,RHP4877 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183274,SCT000000274,RHP4878 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183275,SCT000000274,RHP4879 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183276,SCT000000274,RHP4880 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183277,SCT000000274,RHP4881 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183278,SCT000000274,RHP4882 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183279,SCT000000274,RHP4883 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183280,SCT000000274,RHP4884 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183267,SCT000000274,RHP4871 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182975,SCT000000274,RHP4579 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183316,SCT000000274,RHP4920 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183318,SCT000000274,RHP4922 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183352,SCT000000274,RHP4956 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183353,SCT000000274,RHP4957 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183354,SCT000000274,RHP4958 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183356,SCT000000274,RHP4960 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183357,SCT000000274,RHP4961 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183358,SCT000000274,RHP4962 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183359,SCT000000274,RHP4963 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183360,SCT000000274,RHP4964 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183361,SCT000000274,RHP4965 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183362,SCT000000274,RHP4966 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183363,SCT000000274,RHP4967 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183364,SCT000000274,RHP4968 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183366,SCT000000274,RHP4970 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183351,SCT000000274,RHP4955 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183367,SCT000000274,RHP4971 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183369,SCT000000274,RHP4973 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183370,SCT000000274,RHP4974 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183371,SCT000000274,RHP4975 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183372,SCT000000274,RHP4976 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183373,SCT000000274,RHP4977 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183374,SCT000000274,RHP4978 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183375,SCT000000274,RHP4979 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183376,SCT000000274,RHP4980 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183377,SCT000000274,RHP4981 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183378,SCT000000274,RHP4982 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183379,SCT000000274,RHP4983 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183380,SCT000000274,RHP4984 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183381,SCT000000274,RHP4985 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183368,SCT000000274,RHP4972 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183317,SCT000000274,RHP4921 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183350,SCT000000274,RHP4954 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183347,SCT000000274,RHP4951 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183319,SCT000000274,RHP4923 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183320,SCT000000274,RHP4924 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183321,SCT000000274,RHP4925 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183322,SCT000000274,RHP4926 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183323,SCT000000274,RHP4927 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183324,SCT000000274,RHP4928 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183325,SCT000000274,RHP4929 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183326,SCT000000274,RHP4930 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183327,SCT000000274,RHP4931 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183328,SCT000000274,RHP4932 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183329,SCT000000274,RHP4933 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183330,SCT000000274,RHP4934 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183331,SCT000000274,RHP4935 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183349,SCT000000274,RHP4953 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183332,SCT000000274,RHP4936 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183334,SCT000000274,RHP4938 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183335,SCT000000274,RHP4939 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183336,SCT000000274,RHP4940 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183337,SCT000000274,RHP4941 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183338,SCT000000274,RHP4942 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183339,SCT000000274,RHP4943 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183340,SCT000000274,RHP4944 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183341,SCT000000274,RHP4945 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183342,SCT000000274,RHP4946 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183343,SCT000000274,RHP4947 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183344,SCT000000274,RHP4948 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183345,SCT000000274,RHP4949 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183346,SCT000000274,RHP4950 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183333,SCT000000274,RHP4937 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182973,SCT000000274,RHP4577 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182972,SCT000000274,RHP4576 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182971,SCT000000274,RHP4575 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182617,SCT000000274,RHM5791 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182618,SCT000000274,RHM5792 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182619,SCT000000274,RHM5793 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182620,SCT000000274,RHM5794 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182622,SCT000000274,RHM5796 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182623,SCT000000274,RHM5797 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182624,SCT000000274,RHM5798 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182625,SCT000000274,RHM5799 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182626,SCT000000274,RHM5800 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182627,SCT000000274,RHM5801 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182628,SCT000000274,RHM5802 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182629,SCT000000274,RHM5803 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182630,SCT000000274,RHM5804 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182631,SCT000000274,RHM5805 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182632,SCT000000274,RHM5806 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182633,SCT000000274,RHM5807 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182634,SCT000000274,RHM5808 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182635,SCT000000274,RHM5809 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182637,SCT000000274,RHM5811 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182638,SCT000000274,RHM5812 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182639,SCT000000274,RHM5813 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182640,SCT000000274,RHM5814 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182641,SCT000000274,RHM5815 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182643,SCT000000274,RHM5817 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182645,SCT000000274,RHM5819 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182646,SCT000000274,RHM5820 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182647,SCT000000274,RHM5821 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182616,SCT000000274,RHM5790 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182615,SCT000000274,RHM5789 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182614,SCT000000274,RHM5788 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182613,SCT000000274,RHM5787 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182583,SCT000000274,RHM5738 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182584,SCT000000274,RHM5739 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182585,SCT000000274,RHM5740 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182586,SCT000000274,RHM5741 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182587,SCT000000274,RHM5742 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182588,SCT000000274,RHM5743 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182589,SCT000000274,RHM5744 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182590,SCT000000274,RHM5745 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182592,SCT000000274,RHM5747 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182593,SCT000000274,RHM5748 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182594,SCT000000274,RHM5749 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182595,SCT000000274,RHM5750 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182596,SCT000000274,RHM5751 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182648,SCT000000274,RHM5822 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182597,SCT000000274,RHM5752 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182599,SCT000000274,RHM5754 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182600,SCT000000274,RHM5755 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182601,SCT000000274,RHM5756 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182602,SCT000000274,RHM5757 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182603,SCT000000274,RHM5758 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182604,SCT000000274,RHM5759 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182605,SCT000000274,RHM5760 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182606,SCT000000274,RHM5761 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182607,SCT000000274,RHM5762 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182608,SCT000000274,RHM5763 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182609,SCT000000274,RHM5764 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182611,SCT000000274,RHM5766 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182612,SCT000000274,RHM5767 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182598,SCT000000274,RHM5753 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182649,SCT000000274,RHM5823 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182650,SCT000000274,RHM5824 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182651,SCT000000274,RHM5825 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182688,SCT000000274,RHM5862 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182689,SCT000000274,RHM5863 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182690,SCT000000274,RHM5864 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182691,SCT000000274,RHM5865 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182692,SCT000000274,RHM5866 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182693,SCT000000274,RHM5867 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182694,SCT000000274,RHM5868 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182695,SCT000000274,RHM5869 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182696,SCT000000274,RHM5870 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182697,SCT000000274,RHM5871 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182698,SCT000000274,RHM5872 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182699,SCT000000274,RHM5873 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182700,SCT000000274,RHM5874 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182687,SCT000000274,RHM5861 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182701,SCT000000274,RHM5875 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182703,SCT000000274,RHM5877 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182704,SCT000000274,RHM5878 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182705,SCT000000274,RHM5879 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182707,SCT000000274,RHM5881 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182708,SCT000000274,RHM5882 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183854,SCT000000274,RHO1135 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183855,SCT000000274,RHO1136 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183856,SCT000000274,RHO1137 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183858,SCT000000274,RHO1139 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183859,SCT000000274,RHO1140 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183860,SCT000000274,RHO1141 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183861,SCT000000274,RHO1142 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183862,SCT000000274,RHO1143 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000182702,SCT000000274,RHM5876 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182581,SCT000000274,RHM5736 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182686,SCT000000274,RHM5860 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182684,SCT000000274,RHM5858 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182652,SCT000000274,RHM5826 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182653,SCT000000274,RHM5827 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182654,SCT000000274,RHM5828 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182655,SCT000000274,RHM5829 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182656,SCT000000274,RHM5830 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182657,SCT000000274,RHM5831 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182658,SCT000000274,RHM5832 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182660,SCT000000274,RHM5834 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182661,SCT000000274,RHM5835 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182662,SCT000000274,RHM5836 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182663,SCT000000274,RHM5837 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182664,SCT000000274,RHM5838 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182665,SCT000000274,RHM5839 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182685,SCT000000274,RHM5859 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182666,SCT000000274,RHM5840 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182668,SCT000000274,RHM5842 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182669,SCT000000274,RHM5843 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182670,SCT000000274,RHM5844 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182671,SCT000000274,RHM5845 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182674,SCT000000274,RHM5848 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182675,SCT000000274,RHM5849 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182677,SCT000000274,RHM5851 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182678,SCT000000274,RHM5852 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182679,SCT000000274,RHM5853 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182680,SCT000000274,RHM5854 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182681,SCT000000274,RHM5855 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182682,SCT000000274,RHM5856 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182683,SCT000000274,RHM5857 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182667,SCT000000274,RHM5841 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182580,SCT000000274,RHM5735 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182579,SCT000000274,RHM5734 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182578,SCT000000274,RHM5733 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183488,SCT000000274,RHP5092 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183494,SCT000000274,RHP5098 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183498,SCT000000274,RHP5102 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183509,SCT000000274,RHP5113 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183512,SCT000000274,RHP5116 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183455,SCT000000274,RHP5059 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183863,SCT000000274,RHO1144 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183514,SCT000000274,RHP5118 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182548,SCT000000274,RHM5703 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182549,SCT000000274,RHM5704 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182550,SCT000000274,RHM5705 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182551,SCT000000274,RHM5706 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182552,SCT000000274,RHM5707 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182553,SCT000000274,RHM5708 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182554,SCT000000274,RHM5709 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182555,SCT000000274,RHM5710 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182556,SCT000000274,RHM5711 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182557,SCT000000274,RHM5712 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182558,SCT000000274,RHM5713 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182559,SCT000000274,RHM5714 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182560,SCT000000274,RHM5715 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182547,SCT000000274,RHM5702 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182562,SCT000000274,RHM5717 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182564,SCT000000274,RHM5719 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182565,SCT000000274,RHM5720 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182566,SCT000000274,RHM5721 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182567,SCT000000274,RHM5722 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182568,SCT000000274,RHM5723 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182569,SCT000000274,RHM5724 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182570,SCT000000274,RHM5725 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182571,SCT000000274,RHM5726 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182572,SCT000000274,RHM5727 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182573,SCT000000274,RHM5728 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182574,SCT000000274,RHM5729 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182575,SCT000000274,RHM5730 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182577,SCT000000274,RHM5732 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182563,SCT000000274,RHM5718 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182546,SCT000000274,RHM5701 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182544,SCT000000274,RHM5699 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183524,SCT000000274,RHP5128 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183525,SCT000000274,RHP5129 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183526,SCT000000274,RHP5130 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183527,SCT000000274,RHP5131 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183528,SCT000000274,RHP5132 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183530,SCT000000274,RHP5134 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182545,SCT000000274,RHM5700 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183531,SCT000000274,RHP5135 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183534,SCT000000274,RHP5138 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183535,SCT000000274,RHP5139 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183536,SCT000000274,RHP5140 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183537,SCT000000274,RHP5141 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183538,SCT000000274,RHP5142 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182536,SCT000000274,RHM5691 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182537,SCT000000274,RHM5692 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182538,SCT000000274,RHM5693 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182539,SCT000000274,RHM5694 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182540,SCT000000274,RHM5695 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182541,SCT000000274,RHM5696 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182542,SCT000000274,RHM5697 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182543,SCT000000274,RHM5698 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183533,SCT000000274,RHP5137 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183865,SCT000000274,RHO1146 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183868,SCT000000274,RHO1149 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000182867,SCT000000274,RHP4471 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182868,SCT000000274,RHP4472 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182869,SCT000000274,RHP4473 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182870,SCT000000274,RHP4474 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182872,SCT000000274,RHP4476 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182873,SCT000000274,RHP4477 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182874,SCT000000274,RHP4478 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182878,SCT000000274,RHP4482 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182879,SCT000000274,RHP4483 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182880,SCT000000274,RHP4484 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182881,SCT000000274,RHP4485 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182882,SCT000000274,RHP4486 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182883,SCT000000274,RHP4487 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182885,SCT000000274,RHP4489 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182887,SCT000000274,RHP4491 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182888,SCT000000274,RHP4492 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182889,SCT000000274,RHP4493 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182890,SCT000000274,RHP4494 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182891,SCT000000274,RHP4495 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182892,SCT000000274,RHP4496 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182893,SCT000000274,RHP4497 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182894,SCT000000274,RHP4498 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182895,SCT000000274,RHP4499 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182896,SCT000000274,RHP4500 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182897,SCT000000274,RHP4501 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182898,SCT000000274,RHP4502 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182899,SCT000000274,RHP4503 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182866,SCT000000274,RHP4470 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182865,SCT000000274,RHP4469 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182864,SCT000000274,RHP4468 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182863,SCT000000274,RHP4467 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000182835,SCT000000274,RHP4439 scRNA-Seq,liver,Homo sapiens,2238,2036
