project_id,sample_name,sample_id,omics_id,experiment_id,species,description,organ
PRO000000315,S009,SAM000184509,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S010,SAM000184510,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S011,SAM000184511,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S012,SAM000184512,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S013,SAM000184513,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S014,SAM000184514,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S015,SAM000184515,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S016,SAM000184516,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S017,SAM000184517,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S018,SAM000184518,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S019,SAM000184519,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S020,SAM000184520,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S021,SAM000184521,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S022,SAM000184522,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S023,SAM000184523,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S024,SAM000184524,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S025,SAM000184525,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S026,SAM000184526,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S027,SAM000184527,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S028,SAM000184528,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S029,SAM000184529,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S030,SAM000184530,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S031,SAM000184531,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S032,SAM000184532,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S033,SAM000184533,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S034,SAM000184534,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S035,SAM000184535,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S036,SAM000184536,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S037,SAM000184537,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S038,SAM000184538,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S039,SAM000184539,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S040,SAM000184540,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S041,SAM000184541,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S042,SAM000184542,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S043,SAM000184543,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S044,SAM000184544,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S045,SAM000184545,SCT000000299,EPT000000338,Homo sapiens,,liver
PRO000000315,S046,SAM000184546,SCT000000299,EPT000000338,Homo sapiens,,liver
